"filename", "language", "JSON Lines", "YAML", "JSON with Comments", "Log", "JSON", "Python", "Shell Script", "PyProject TOML", "Docker", "Markdown", "UV Lock", "comment", "blank", "total"
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/commons/common_func.py", "Python", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 5, 18
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/commons/decorator.py", "Python", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 5, 4, 22
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/commons/file_content_reader.py", "Python", 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 130, 57, 335
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/commons/logger.py", "Python", 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 34, 30, 155
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/commons/resource_cleaner.py", "Python", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 54, 41, 171
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/commons/type_def.py", "Python", 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 45, 57, 239
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/global_config.py", "Python", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 9, 28, 77
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/routers/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/routers/async_tool_entry.py", "Python", 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 30, 41, 209
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/routers/git.py", "Python", 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 118, 48, 353
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/routers/infomation.py", "Python", 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 89, 34, 264
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/routers/settings.py", "Python", 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 57, 25, 191
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/routers/websocket.py", "Python", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 1, 18, 88
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/apix_agent/routers/websocket_backup.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 17, 78
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/main.py", "Python", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 15, 49
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/pyproject.toml", "PyProject TOML", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 1, 42
"/Users/justiy/Documents/code/Project/APIX/AGENT/agent_module/uv.lock", "UV Lock", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4469, 0, 196, 4665
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/002894c0074abe291d93ff97d8d56bcedf78d461a35a943f9b8a5b2bc0da30e1.yaml", "YAML", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 51
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/09bf32f8447bfda5fa0111af99020a0847c43403c6f7e2426dcb17055b4f1d6b.yaml", "YAML", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 8
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/0cdb449c09d76e8025d9f4538c638c21194224943c2a17045437b48a08479317.yaml", "YAML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/2c8187e2f32726fbefdc7bd9572bea29eba7431144bc67c38151371ee7f32b58.yaml", "YAML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/3afd1b9a1e4ed540a81a6102624e3b539351d95a9e653bee25bb97ae18e4a50b.yaml", "YAML", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 19
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/436a721255f030c09ce1049c21e5be1c6b7a9fc114922e19a1b530696660cc73.yaml", "YAML", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 53
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/474a28a01a516b4bf581feac01d2014f0bc85d44e0dac7d02c980ea0849dc718.yaml", "YAML", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 26
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/4cf53db62a7317c269a48eed5fa81e3431d5066d617879d6755b496b29e4f09b.yaml", "YAML", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/556d18b19be5d4e0d832c2d524edb98120afee210bb8e97ed08925786ea32a05.yaml", "YAML", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 25
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/55bbc3831628db3bc480f790269c0cd4df58010bc120739eb2e7c2b5e0cbf53e.yaml", "YAML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/6826d7b2cde606af31874cba4add67fad55f9ab732cf33060141289efbc2edcf.yaml", "YAML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/6aa16e0034e9ac61c8e1b3ca2a29a4a12567af2b2be0be511d5d7355dfbfb47b.yaml", "YAML", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/6fdab464b0a07e39ebe5570596a8c3f37aba0472d8eee4832ee98641454f64b6.yaml", "YAML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/6ff3c4a21ca71b8d7cf6ae46671a750a2aa6c935a68cf8b5f518df107b13f35e.yaml", "YAML", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/72af87541706adedcfca4c715fe87c8ef0e875de311f968de05c100413102ddb.yaml", "YAML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/82d14a64112d77399ceecf698762590bca8b4a0d388d6b8936e31548d42d1ccd.yaml", "YAML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/84ce468c146a1653af79f023f4de303e0ece2539aa4e2617123927a00a755daf.yaml", "YAML", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 31
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/989b75d91c3879ae805d0a65a4954b9639b3b4eac3b8d85e2269aea9bfbc46e3.yaml", "YAML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/9924cc6aa173cbff1d2568d5cbad1a58de1c5accadabaa814cdf62158bb8c93e.yaml", "YAML", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 40
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/99c72b691546857d73af07dc2b13d992983bdeb1de79eaa5d32b68edab73d2a6.yaml", "YAML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/adb4b996f95dcca91d147d6e562c4f4da270047b1d41ae9a2875812ccf66341a.yaml", "YAML", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/af2cd6cd97329ecd7df4e61920160b9359ed8c017e90bf57af3c7aa491db6e23.yaml", "YAML", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 68
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/b51b4f13445be63d09eea86420de9cafcecdd7b5c2f4df44fc50e78179968936.yaml", "YAML", 0, 333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 399, 792
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/b7be268c793da56b32fcfc096a7e513dbaddaf492ca0457f7608e2f4d9126ec5.yaml", "YAML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 81
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/b82e1741d1ded5cea4a2e427b1e90e9e57f18a4ce146b69c71da3feb537984ef.yaml", "YAML", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 43
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/c216fa19b83970c14ee804bd4b1cf234202d241190cb0e40a0493aa13f6b2702.yaml", "YAML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/c26dfc184a1bf7f877ba9ad1d05f0c7d5931664cfabc29c83a128d385f90cc6b.yaml", "YAML", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/daa0cd6c61e6e8554c5da0a622878c320c70608ee3fb7b5f90bba445a7b24044.yaml", "YAML", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 48
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/dad049e5c92cf60ddde54ae7cf8f6059eb4e32d6ac55ab2a4f10db02d722eb0b.yaml", "YAML", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 27
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/dafcd710bf5e1923be6819fa424135dee03978d3e2aadaa027fecc76fae57aa9.yaml", "YAML", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/e1f34d8e5306e37af2ca275bc523d949601cb0523634bc54de86b645fbed13c2.yaml", "YAML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/f23a6d165322939b77a87c898893b23b41d12869648cb68e93f5b1c90e2bdc94.yaml", "YAML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/f675d632d4a8216b496287dffc9c752523f04a88911b6259d8d8802c662af4af.yaml", "YAML", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 87
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/memo/fa143087b3d874705d64dbc194ad113f4c5f4de06a5f093348be71107e680097.yaml", "YAML", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/rag/embedEtcd.yaml", "YAML", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/rag/standalone_embed.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 0, 17, 19, 188
"/Users/justiy/Documents/code/Project/APIX/AGENT/apix_running_time/rag/user.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
